stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id
"vic:rail:RMD_DP3","Decision Point 3","-37.82415194","144.99048026","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP4","Decision Point 4","-37.82403581","144.99054022","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP5","Decision Point 5","-37.82392850","144.99058857","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP6","Decision Point 6","-37.82385682","144.99061324","3","vic:rail:RMD","","Level 1"
"vic:rail:RMD_DP7","Decision Point 7","-37.82402979","144.98913162","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP8","Decision Point 8","-37.82391308","144.98915751","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_DP9","Decision Point 9","-37.82378736","144.98918364","3","vic:rail:RMD","","Level -1"
"vic:rail:RMD_EN1","Swan St","-37.82469850","144.99029502","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN2","Swan St","-37.82473153","144.99064632","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN3","Stewart St","-37.82388559","144.99071471","2","vic:rail:RMD","1","Level 0"
"vic:rail:RMD_EN4","Stewart St","-37.82374428","144.99035499","2","vic:rail:RMD","1","Level 0"
"vic:rail:ROE","Rosedale Railway Station","-38.15640367","146.78696637","1","","1",""
"vic:rail:ROR","Rochester Railway Station","-36.36236050","144.69868134","1","","1",""
"vic:rail:RVH","Caroline Springs Railway Station","-37.76612649","144.73573715","1","","1",""
"vic:rail:SAE","Sale Railway Station","-38.10310272","147.05480513","1","","1",""
"vic:rail:SDP","Sherwood Park Railway Station","-38.38638239","142.53884888","1","","1",""
"vic:rail:SER","Seymour Railway Station","-37.02472873","145.13772862","1","","1",""
"vic:rail:SHT","Springhurst Railway Station","-36.18589340","146.47041695","1","","1",""
"vic:rail:SNH","Shepparton Railway Station","-36.38379101","145.40649749","1","","1",""
"vic:rail:SOG","South Geelong Railway Station","-38.15865863","144.35898705","1","","1",""
"vic:rail:SSS","Southern Cross Railway Station","-37.81866310","144.95277706","1","","1",""
"vic:rail:STD","Stratford Railway Station","-37.96704739","147.08146945","1","","1",""
"vic:rail:SUN","Sunshine Railway Station","-37.78853633","144.83287820","1","","1",""
"vic:rail:SUN_BR1","Bike & Ride 1","-37.78785056","144.83283011","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_BR2","Bike & Ride 2","-37.78814635","144.83225371","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_ConX","Connex","-37.78853633","144.83287820","","vic:rail:SUN","","Level 0"
"vic:rail:SUN_DP1","Decision Point 1","-37.78791507","144.83290771","3","vic:rail:SUN","","Level 2"
"vic:rail:SUN_DP2","Decision Point 2","-37.78804475","144.83260869","3","vic:rail:SUN","","Level 2"
"vic:rail:SUN_DP3","Decision Point 3","-37.78811784","144.83266333","3","vic:rail:SUN","","Level 2"
"vic:rail:SUN_DP4","Decision Point 4","-37.78817442","144.83230966","3","vic:rail:SUN","","Level 2"
"vic:rail:SUN_DP5","Decision Point 5","-37.78840979","144.83334747","3","vic:rail:SUN","","Level 1"
"vic:rail:SUN_DP6","Decision Point 6","-37.78873093","144.83267948","3","vic:rail:SUN","","Level 1"
"vic:rail:SUN_EN1","Station Pl","-37.78770479","144.83274353","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN2","Station Pl","-37.78786291","144.83301143","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN3","Station Pl","-37.78797308","144.83312177","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN4","Station Pl","-37.78850111","144.83341293","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN5","City Pl","-37.78800958","144.83216686","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN6","City Pl","-37.78824563","144.83226216","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN7","City Pl","-37.78836502","144.83238358","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN8","City Pl","-37.78844587","144.83236986","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_EN9","City Pl","-37.78883126","144.83274468","2","vic:rail:SUN","1","Level 0"
"vic:rail:SUN_KR1","Kiss & Ride","-37.78828933","144.83365758","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_PR1","Park & Ride 1","-37.78699796","144.83057266","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_PR2","Park & Ride 2","-37.78930337","144.83293528","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_PR3","Park & Ride 3","-37.78848832","144.83369719","3","vic:rail:SUN","","Level 0"
"vic:rail:SUN_TX1","Taxi Zone","-37.78832327","144.83354304","3","vic:rail:SUN","","Level 0"
"vic:rail:SUY","Sunbury Railway Station","-37.57928396","144.72798098","1","","1",""
"vic:rail:SUY_BR1","Bike & Ride","-37.57951856","144.72799649","3","vic:rail:SUY","","Level 0"
"vic:rail:SUY_ConX","Connex","-37.57909097","144.72731878","","vic:rail:SUY","","Level 0"
"vic:rail:SUY_DP1","Decision point 1","-37.57896452","144.72823980","3","vic:rail:SUY","","Level 1"
"vic:rail:SUY_DP2","Decision point 2","-37.57886109","144.72801648","3","vic:rail:SUY","","Level 1"
"vic:rail:SUY_EN1","Brook St","-37.57915235","144.72816615","2","vic:rail:SUY","1","Level 0"
"vic:rail:SUY_EN2","Brook St","-37.57939182","144.72796638","2","vic:rail:SUY","1","Level 0"
"vic:rail:SUY_EN3","Brook St","-37.57903744","144.72828288","2","vic:rail:SUY","1","Level 0"
"vic:rail:SUY_EN4","Horne St","-37.57894832","144.72786663","2","vic:rail:SUY","1","Level 0"
"vic:rail:SUY_KR1","Kiss & Ride","-37.57919869","144.72823268","3","vic:rail:SUY","","Level 0"
"vic:rail:SUY_PR1","Park & Ride","-37.57946314","144.72839449","3","vic:rail:SUY","","Level 0"
"vic:rail:SWL","Swan Hill Railway Station","-35.34111357","143.56234321","1","","1",""
"vic:rail:TAR","Trafalgar Railway Station","-38.20724230","146.15477284","1","","1",""
"vic:rail:TAT","Talbot Railway Station","-37.17289923","143.70564034","1","","1",""
"vic:rail:TER","Terang Railway Station","-38.23621199","142.91147221","1","","1",""
"vic:rail:TLN","Cobblebank Railway Station","-37.71254554","144.60410782","1","","1",""
"vic:rail:TNT","Tarneit Railway Station","-37.83215468","144.69448757","1","","1",""
"vic:rail:TOK","Tallarook Railway Station","-37.09233454","145.10299728","1","","1",""
"vic:rail:TRN","Traralgon Railway Station","-38.19888494","146.53788212","1","","1",""
"vic:rail:TYN","Tynong Railway Station","-38.08499626","145.62823430","1","","1",""
"vic:rail:VTN","Violet Town Railway Station","-36.63881606","145.71592345","1","","1",""
"vic:rail:WAN","Wallan Railway Station","-37.41653632","145.00535827","1","","1",""
"vic:rail:WBL","Warrnambool Railway Station","-38.38501396","142.47554504","1","","1",""
"vic:rail:WDG","Wandong Railway Station","-37.35467710","145.02641544","1","","1",""
"vic:rail:WED","Wendouree Railway Station","-37.53997217","143.82121077","1","","1",""
"vic:rail:WGL","Warragul Railway Station","-38.16483276","145.93265719","1","","1",""
"vic:rail:WGS","Watergardens Railway Station","-37.70111071","144.77418099","1","","1",""
"vic:rail:WGS_BR1","Bike & Ride 1","-37.70058212","144.77386790","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_BR2","Bike & Ride 2","-37.70102645","144.77353703","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_ConX","Connex","-37.70112872","144.77418045","","vic:rail:WGS","","Level 0"
"vic:rail:WGS_DP1","Decision point 1","-37.70066553","144.77399016","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_DP2","Decision point 2","-37.70070070","144.77394374","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_DP3","Decision point 3","-37.70076139","144.77381717","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_DP4","Decision point 4","-37.70092588","144.77346065","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_EN1","Watergardens Cct Rd","-37.70022679","144.77366303","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN2","Watergardens Cct Rd","-37.70050170","144.77390433","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN3","Watergardens Cct Rd","-37.70057632","144.77403820","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN4","Watergardens Cct Rd","-37.70069533","144.77413671","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN5","Watergardens Cct Rd","-37.70077618","144.77412295","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN6","Watergardens Cct Rd","-37.70109612","144.77436290","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_EN7","Sydenham Rd","-37.70093424","144.77342637","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_LI1","Lift 1","-37.70064837","144.77403604","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_LI2","Lift 2","-37.70071014","144.77396614","3","vic:rail:WGS","","Level 1"
"vic:rail:WGS_LI3","Lift 3","-37.70079720","144.77380475","3","vic:rail:WGS","","Level 2"
"vic:rail:WGS_LI4","Sydenham Rd","-37.70090744","144.77343852","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_LI5","Sydenham Rd","-37.70095183","144.77340316","2","vic:rail:WGS","1","Level 0"
"vic:rail:WGS_PR1","Park & Ride 1","-37.69900064","144.77267899","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_PR2","Park & Ride 2","-37.70209260","144.77511569","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_PR3","Park & Ride 3","-37.70176841","144.77369630","3","vic:rail:WGS","","Level 0"
"vic:rail:WGS_TX1","Taxi Zone","-37.70015881","144.77388056","3","vic:rail:WGS","","Level 0"
"vic:rail:WIA","Winchelsea Railway Station","-38.24013506","143.98413389","1","","1",""
"vic:rail:WNO","Woodend Railway Station","-37.35879859","144.52589012","1","","1",""
"vic:rail:WOD","Wodonga Railway Station","-36.10584513","146.87126565","1","","1",""
"vic:rail:WPP","Waurn Ponds Railway Station","-38.21580573","144.30683114","1","","1",""
"vic:rail:WRT","Wangaratta Railway Station","-36.35515492","146.31702684","1","","1",""
"vic:rail:WVL","Wyndham Vale Railway Station","-37.87252742","144.60835702","1","","1",""
"vic:rail:YON","Yarragon Railway Station","-38.20315754","146.06306280","1","","1",""
